Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceReview,SentimentScore
34,No,Travel_Rarely,1153,Research & Development,1,2,Medical,1,110,1,Male,94,3,2,Manufacturing Director,2,Married,4325,17736,1,Y,No,15,3,3,80,0,5,2,3,5,2,1,3,"Employee 110 is a 34-year-old Male working in the Research & Development department. They have 1 satisfaction with their work environment and 2 job satisfaction. They have 5 years of total working experience, 5 years of experience with the current company, and 2 years of experience in their current role. Their job level is 2 and their monthly income is $4325 with a performance rating of 3.75 (poor) and a number of other important factors (eg -

employer relationship with",0.9591573476791382
56,No,Travel_Rarely,1400,Research & Development,7,3,Life Sciences,1,112,4,Male,49,1,3,Manufacturing Director,4,Single,7260,21698,4,Y,No,11,3,1,80,0,37,3,2,6,4,0,2,"Employee 112 is a 56-year-old Male working in the Research & Development department. They have 4 satisfaction with their work environment and 4 job satisfaction. They have 37 years of total working experience, 6 years of experience with the current company, and 4 years of experience in their current role. Their job level is 3 and their monthly income is $7260 with a performance rating of 3.6 in the past 12 months. Employees are working with other organizations that also have high test scores on",0.6295484304428101
23,No,Travel_Rarely,541,Sales,2,1,Technical Degree,1,113,3,Male,62,3,1,Sales Representative,1,Divorced,2322,9518,3,Y,No,13,3,3,80,1,3,3,3,0,0,0,0,"Employee 113 is a 23-year-old Male working in the Sales department. They have 3 satisfaction with their work environment and 1 job satisfaction. They have 3 years of total working experience, 0 years of experience with the current company, and 0 years of experience in their current role. Their job level is 1 and their monthly income is $2322 with a performance rating of 3.5 out of 5 points. There will be no salary change for 2 of the 3 hours you had last summer",0.9622123837471008
51,No,Travel_Rarely,432,Research & Development,9,4,Life Sciences,1,116,4,Male,96,3,1,Laboratory Technician,4,Married,2075,18725,3,Y,No,23,4,2,80,2,10,4,3,4,2,0,3,"Employee 116 is a 51-year-old Male working in the Research & Development department. They have 4 satisfaction with their work environment and 4 job satisfaction. They have 10 years of total working experience, 4 years of experience with the current company, and 2 years of experience in their current role. Their job level is 1 and their monthly income is $2075 with a performance rating of 4. For each year that they spend at a company they also earn 3% of their income from rent,",0.5238358378410339
30,No,Travel_Rarely,288,Research & Development,2,3,Life Sciences,1,117,3,Male,99,2,2,Healthcare Representative,4,Married,4152,15830,1,Y,No,19,3,1,80,3,11,3,3,11,10,10,8,"Employee 117 is a 30-year-old Male working in the Research & Development department. They have 3 satisfaction with their work environment and 4 job satisfaction. They have 11 years of total working experience, 11 years of experience with the current company, and 10 years of experience in their current role. Their job level is 2 and their monthly income is $4152 with a performance rating of 3.0.

Personnel: 5 – 3 (with no experience)

Job Description:",0.8902222514152527
46,Yes,Travel_Rarely,669,Sales,9,2,Medical,1,118,3,Male,64,2,3,Sales Executive,4,Single,9619,13596,1,Y,No,16,3,4,80,0,9,3,3,9,8,4,7,"Employee 118 is a 46-year-old Male working in the Sales department. They have 3 satisfaction with their work environment and 4 job satisfaction. They have 9 years of total working experience, 9 years of experience with the current company, and 8 years of experience in their current role. Their job level is 3 and their monthly income is $9619 with a performance rating of 3.00.

Work Opportunity Level: 1 year or more

Occupation: Software Engineer

Occup",0.7146967053413391
40,No,Travel_Frequently,530,Research & Development,1,4,Life Sciences,1,119,3,Male,78,2,4,Healthcare Representative,2,Married,13503,14115,1,Y,No,22,4,4,80,1,22,3,2,22,3,11,11,"Employee 119 is a 40-year-old Male working in the Research & Development department. They have 3 satisfaction with their work environment and 2 job satisfaction. They have 22 years of total working experience, 22 years of experience with the current company, and 3 years of experience in their current role. Their job level is 4 and their monthly income is $13503 with a performance rating of 4.0. They have not worked at the start point. They work 4 days per week. They do",0.6997565031051636
51,No,Travel_Rarely,632,Sales,21,4,Marketing,1,120,3,Male,71,3,2,Sales Executive,4,Single,5441,8423,0,Y,Yes,22,4,4,80,0,11,2,1,10,7,1,0,"Employee 120 is a 51-year-old Male working in the Sales department. They have 3 satisfaction with their work environment and 4 job satisfaction. They have 11 years of total working experience, 10 years of experience with the current company, and 7 years of experience in their current role. Their job level is 2 and their monthly income is $5441 with a performance rating of 4.

As you can see from the chart below, these workers do not like paying commissions, but prefer having",0.6088882684707642
30,No,Travel_Rarely,1334,Sales,4,2,Medical,1,121,3,Female,63,2,2,Sales Executive,2,Divorced,5209,19760,1,Y,Yes,12,3,2,80,3,11,4,2,11,8,2,7,"Employee 121 is a 30-year-old Female working in the Sales department. They have 3 satisfaction with their work environment and 2 job satisfaction. They have 11 years of total working experience, 11 years of experience with the current company, and 8 years of experience in their current role. Their job level is 2 and their monthly income is $5209 with a performance rating of 3.20.

Employee 119 has 5 total satisfaction in their current role. They are an hourly full-",0.6154816746711731
46,No,Travel_Frequently,638,Research & Development,1,3,Medical,1,124,3,Male,40,2,3,Healthcare Representative,1,Married,10673,3142,2,Y,Yes,13,3,3,80,1,21,5,2,10,9,9,5,"Employee 124 is a 46-year-old Male working in the Research & Development department. They have 3 satisfaction with their work environment and 1 job satisfaction. They have 21 years of total working experience, 10 years of experience with the current company, and 9 years of experience in their current role. Their job level is 3 and their monthly income is $10673 with a performance rating of 3. They did not experience any stress at the time they took this job.

Job Requirements",0.8768539428710938
32,No,Travel_Rarely,1093,Sales,6,4,Medical,1,125,2,Male,87,3,2,Sales Executive,3,Single,5010,24301,1,Y,No,16,3,1,80,0,12,0,3,11,8,5,7,"Employee 125 is a 32-year-old Male working in the Sales department. They have 2 satisfaction with their work environment and 3 job satisfaction. They have 12 years of total working experience, 11 years of experience with the current company, and 8 years of experience in their current role. Their job level is 2 and their monthly income is $5010 with a performance rating of 3.5.

Employee 125 has a 30-year-old Male worker (working part time and with",0.7104381322860718
54,No,Travel_Rarely,1217,Research & Development,2,4,Technical Degree,1,126,1,Female,60,3,3,Research Director,3,Married,13549,24001,9,Y,No,12,3,1,80,1,16,5,1,4,3,0,3,"Employee 126 is a 54-year-old Female working in the Research & Development department. They have 1 satisfaction with their work environment and 3 job satisfaction. They have 16 years of total working experience, 4 years of experience with the current company, and 3 years of experience in their current role. Their job level is 3 and their monthly income is $13549 with a performance rating of 3.78.

Buddy is an 18-year-old Female Senior with 4-8 years",0.5013235807418823
24,No,Travel_Rarely,1353,Sales,3,2,Other,1,128,1,Female,33,3,2,Sales Executive,3,Married,4999,17519,0,Y,No,21,4,1,80,1,4,2,2,3,2,0,2,"Employee 128 is a 24-year-old Female working in the Sales department. They have 1 satisfaction with their work environment and 3 job satisfaction. They have 4 years of total working experience, 3 years of experience with the current company, and 2 years of experience in their current role. Their job level is 2 and their monthly income is $4999 with a performance rating of 4.0.

The 5 position with the HR department is a 24-year-old Female in the Sales",0.6103478074073792
28,No,Non-Travel,120,Sales,4,3,Medical,1,129,2,Male,43,3,2,Sales Executive,3,Married,4221,8863,1,Y,No,15,3,2,80,0,5,3,4,5,4,0,4,"Employee 129 is a 28-year-old Male working in the Sales department. They have 2 satisfaction with their work environment and 3 job satisfaction. They have 5 years of total working experience, 5 years of experience with the current company, and 4 years of experience in their current role. Their job level is 2 and their monthly income is $4221 with a performance rating of 3. They are 5 years of age and over.

I'm looking for salary that is on the top of",0.6407893896102905
58,No,Travel_Rarely,682,Sales,10,4,Medical,1,131,4,Male,37,3,4,Sales Executive,3,Single,13872,24409,0,Y,No,13,3,3,80,0,38,1,2,37,10,1,8,"Employee 131 is a 58-year-old Male working in the Sales department. They have 4 satisfaction with their work environment and 3 job satisfaction. They have 38 years of total working experience, 37 years of experience with the current company, and 10 years of experience in their current role. Their job level is 4 and their monthly income is $13872 with a performance rating of 3.0. They have an A-F score of 4. (This is considered to be good due to all",0.9926511645317078
44,No,Non-Travel,489,Research & Development,23,3,Medical,1,132,2,Male,67,3,2,Laboratory Technician,2,Married,2042,25043,4,Y,No,12,3,3,80,1,17,3,4,3,2,1,2,"Employee 132 is a 44-year-old Male working in the Research & Development department. They have 2 satisfaction with their work environment and 2 job satisfaction. They have 17 years of total working experience, 3 years of experience with the current company, and 2 years of experience in their current role. Their job level is 2 and their monthly income is $2042 with a performance rating of 3.11. A full job offer must be approved by the RDS.

Location Employment Location Employment",0.846881628036499
37,Yes,Travel_Rarely,807,Human Resources,6,4,Human Resources,1,133,3,Male,63,3,1,Human Resources,1,Divorced,2073,23648,4,Y,Yes,22,4,4,80,0,7,3,3,3,2,0,2,"Employee 133 is a 37-year-old Male working in the Human Resources department. They have 3 satisfaction with their work environment and 1 job satisfaction. They have 7 years of total working experience, 3 years of experience with the current company, and 2 years of experience in their current role. Their job level is 1 and their monthly income is $2073 with a performance rating of 4. The company does not recommend them as an alternate. (3 of 5)

Job satisfaction: A",0.9385923147201538
32,No,Travel_Rarely,827,Research & Development,1,1,Life Sciences,1,134,4,Male,71,3,1,Research Scientist,1,Single,2956,15178,1,Y,No,13,3,4,80,0,1,2,3,1,0,0,0,"Employee 134 is a 32-year-old Male working in the Research & Development department. They have 4 satisfaction with their work environment and 1 job satisfaction. They have 1 years of total working experience, 1 years of experience with the current company, and 0 years of experience in their current role. Their job level is 1 and their monthly income is $2956 with a performance rating of 3.25 out of 10.

Salary and Job Post-Employment

Job Salary:",0.8177923560142517
20,Yes,Travel_Frequently,871,Research & Development,6,3,Life Sciences,1,137,4,Female,66,2,1,Laboratory Technician,4,Single,2926,19783,1,Y,Yes,18,3,2,80,0,1,5,3,1,0,1,0,"Employee 137 is a 20-year-old Female working in the Research & Development department. They have 4 satisfaction with their work environment and 4 job satisfaction. They have 1 years of total working experience, 1 years of experience with the current company, and 0 years of experience in their current role. Their job level is 1 and their monthly income is $2926 with a performance rating of 3.14.

Other Information

You will need to apply online at www.rathc",0.6723317503929138
34,No,Travel_Rarely,665,Research & Development,6,4,Other,1,138,1,Female,41,3,2,Research Scientist,3,Single,4809,12482,1,Y,No,14,3,3,80,0,16,3,3,16,13,2,10,"Employee 138 is a 34-year-old Female working in the Research & Development department. They have 1 satisfaction with their work environment and 3 job satisfaction. They have 16 years of total working experience, 16 years of experience with the current company, and 13 years of experience in their current role. Their job level is 2 and their monthly income is $4809 with a performance rating of 3.4 and a working satisfaction of 3.38. They also have 3 job satisfaction records with 3 satisfaction",0.5408062934875488
37,No,Non-Travel,1040,Research & Development,2,2,Life Sciences,1,139,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,15850,5,Y,No,14,3,4,80,1,17,2,4,1,0,0,0,"Employee 139 is a 37-year-old Male working in the Research & Development department. They have 3 satisfaction with their work environment and 4 job satisfaction. They have 17 years of total working experience, 1 years of experience with the current company, and 0 years of experience in their current role. Their job level is 2 and their monthly income is $5163 with a performance rating of 3.11. The salary for the job is $4750.12. They have completed some of the",0.5674597024917603
59,No,Non-Travel,1420,Human Resources,2,4,Human Resources,1,140,3,Female,32,2,5,Manager,4,Married,18844,21922,9,Y,No,21,4,4,80,1,30,3,3,3,2,2,2,"Employee 140 is a 59-year-old Female working in the Human Resources department. They have 3 satisfaction with their work environment and 4 job satisfaction. They have 30 years of total working experience, 3 years of experience with the current company, and 2 years of experience in their current role. Their job level is 5 and their monthly income is $18844 with a performance rating of 4.00.

Job Satisfaction – Male.

Employee 146 has a 70-year working",0.608540952205658
50,No,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,1,141,1,Female,73,3,5,Research Director,2,Married,18172,9755,3,Y,Yes,19,3,1,80,0,28,1,2,8,3,0,7,"Employee 141 is a 50-year-old Female working in the Research & Development department. They have 1 satisfaction with their work environment and 2 job satisfaction. They have 28 years of total working experience, 8 years of experience with the current company, and 3 years of experience in their current role. Their job level is 5 and their monthly income is $18172 with a performance rating of 3.90 out of 10. This is a great place to work. Employees from our current field are looking",0.999413013458252
25,Yes,Travel_Rarely,240,Sales,5,3,Marketing,1,142,3,Male,46,2,2,Sales Executive,3,Single,5744,26959,1,Y,Yes,11,3,4,80,0,6,1,3,6,4,0,3,"Employee 142 is a 25-year-old Male working in the Sales department. They have 3 satisfaction with their work environment and 3 job satisfaction. They have 6 years of total working experience, 6 years of experience with the current company, and 4 years of experience in their current role. Their job level is 2 and their monthly income is $5744 with a performance rating of 3.7 that represents 4.6% of their gross income for the year.

Their Job Level: 4",0.7821620106697083
25,No,Travel_Rarely,1280,Research & Development,7,1,Medical,1,143,4,Male,64,2,1,Research Scientist,4,Married,2889,26897,1,Y,No,11,3,3,80,2,2,2,3,2,2,2,1,"Employee 143 is a 25-year-old Male working in the Research & Development department. They have 4 satisfaction with their work environment and 4 job satisfaction. They have 2 years of total working experience, 2 years of experience with the current company, and 2 years of experience in their current role. Their job level is 1 and their monthly income is $2889 with a performance rating of 3.

Workplace Relationships

1. Workplace Relationships are very common in the field",0.6454326510429382
22,No,Travel_Rarely,534,Research & Development,15,3,Medical,1,144,2,Female,59,3,1,Laboratory Technician,4,Single,2871,23785,1,Y,No,15,3,3,80,0,1,5,3,0,0,0,0,"Employee 144 is a 22-year-old Female working in the Research & Development department. They have 2 satisfaction with their work environment and 4 job satisfaction. They have 1 years of total working experience, 0 years of experience with the current company, and 0 years of experience in their current role. Their job level is 1 and their monthly income is $2871 with a performance rating of 3.83 out of ten. They received this job because I was invited to a private session in 2012.",0.7307926416397095
51,No,Travel_Frequently,1456,Research & Development,1,4,Medical,1,145,1,Female,30,2,3,Healthcare Representative,1,Single,7484,25796,3,Y,No,20,4,3,80,0,23,1,2,13,12,12,8,"Employee 145 is a 51-year-old Female working in the Research & Development department. They have 1 satisfaction with their work environment and 1 job satisfaction. They have 23 years of total working experience, 13 years of experience with the current company, and 12 years of experience in their current role. Their job level is 3 and their monthly income is $7484 with a performance rating of 4.

How many hours work?

How many hours work?

Job Description As a",0.9043282866477966
34,Yes,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,147,1,Male,66,1,2,Laboratory Technician,3,Single,6074,22887,1,Y,Yes,24,4,4,80,0,9,3,3,9,7,0,6,"Employee 147 is a 34-year-old Male working in the Research & Development department. They have 1 satisfaction with their work environment and 3 job satisfaction. They have 9 years of total working experience, 9 years of experience with the current company, and 7 years of experience in their current role. Their job level is 2 and their monthly income is $6074 with a performance rating of 4.1. For full-time colleagues who have not filled out either employment paperwork or background check, their",0.6305629014968872
54,No,Non-Travel,142,Human Resources,26,3,Human Resources,1,148,4,Female,30,4,4,Manager,4,Single,17328,13871,2,Y,Yes,12,3,3,80,0,23,3,3,5,3,4,4,"Employee 148 is a 54-year-old Female working in the Human Resources department. They have 4 satisfaction with their work environment and 4 job satisfaction. They have 23 years of total working experience, 5 years of experience with the current company, and 3 years of experience in their current role. Their job level is 4 and their monthly income is $17328 with a performance rating of 3.86.

They have 3 problems with their job: 3 problems with their job (they feel a",0.9640357494354248
24,No,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,1,150,2,Male,52,3,1,Laboratory Technician,3,Married,2774,13257,0,Y,No,12,3,3,80,1,6,2,3,5,3,1,2,"Employee 150 is a 24-year-old Male working in the Research & Development department. They have 2 satisfaction with their work environment and 3 job satisfaction. They have 6 years of total working experience, 5 years of experience with the current company, and 3 years of experience in their current role. Their job level is 1 and their monthly income is $2774 with a performance rating of 3.00. With 3+ years of total working experience, they are 1.8 points ahead of employees",0.9954653382301331
34,No,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,1,151,3,Female,45,2,2,Research Scientist,2,Divorced,4505,15000,6,Y,No,15,3,3,80,1,12,3,3,1,0,0,0,"Employee 151 is a 34-year-old Female working in the Research & Development department. They have 3 satisfaction with their work environment and 2 job satisfaction. They have 12 years of total working experience, 1 years of experience with the current company, and 0 years of experience in their current role. Their job level is 2 and their monthly income is $4505 with a performance rating of 3. The Employee 151 has 4 high-level job satisfaction. They have 10 years of total working experience,",0.9377456307411194
37,No,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,152,3,Male,87,3,3,Sales Executive,4,Single,7428,14506,2,Y,No,12,3,1,80,0,12,3,3,5,3,1,3,"Employee 152 is a 37-year-old Male working in the Sales department. They have 3 satisfaction with their work environment and 4 job satisfaction. They have 12 years of total working experience, 5 years of experience with the current company, and 3 years of experience in their current role. Their job level is 3 and their monthly income is $7428 with a performance rating of 3.

This Job List was generated on 3/22/2016 and is not a reflection of this job search",0.9915396571159363
34,No,Travel_Rarely,1354,Research & Development,5,3,Medical,1,153,3,Female,45,2,3,Manager,1,Single,11631,5615,2,Y,No,12,3,4,80,0,14,6,3,11,10,5,8,"Employee 153 is a 34-year-old Female working in the Research & Development department. They have 3 satisfaction with their work environment and 1 job satisfaction. They have 14 years of total working experience, 11 years of experience with the current company, and 10 years of experience in their current role. Their job level is 3 and their monthly income is $11631 with a performance rating of 3.

The employee pays the employer a minimum salary and takes home two monthly child benefits for at least",0.5408284068107605
36,No,Travel_Frequently,1467,Sales,11,2,Technical Degree,1,154,2,Female,92,3,3,Sales Executive,4,Married,9738,22952,0,Y,No,14,3,3,80,1,10,6,3,9,7,2,8,"Employee 154 is a 36-year-old Female working in the Sales department. They have 2 satisfaction with their work environment and 4 job satisfaction. They have 10 years of total working experience, 9 years of experience with the current company, and 7 years of experience in their current role. Their job level is 3 and their monthly income is $9738 with a performance rating of 3.

Employee 155 is a 23-year-old Male employee. Their job level is 7 and their",0.8450843095779419
36,No,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,155,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835,2561,5,Y,No,22,4,1,80,1,7,2,3,1,0,0,0,"Employee 155 is a 36-year-old Female working in the Research & Development department. They have 1 satisfaction with their work environment and 4 job satisfaction. They have 7 years of total working experience, 1 years of experience with the current company, and 0 years of experience in their current role. Their job level is 1 and their monthly income is $2835 with a performance rating of 4.4 for an employee with a B. This job is a full time position in a National Research Foundation",0.647872805595398
43,No,Travel_Frequently,394,Sales,26,2,Life Sciences,1,158,3,Male,92,3,4,Manager,4,Married,16959,19494,1,Y,Yes,12,3,4,80,2,25,3,4,25,12,4,12,"Employee 158 is a 43-year-old Male working in the Sales department. They have 3 satisfaction with their work environment and 4 job satisfaction. They have 25 years of total working experience, 25 years of experience with the current company, and 12 years of experience in their current role. Their job level is 4 and their monthly income is $16959 with a performance rating of 3.5/10. Their career is full time, is open for 1 year and is not employed for any financial",0.8440483212471008
30,No,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,159,1,Male,96,1,1,Research Scientist,3,Divorced,2613,22310,1,Y,No,25,4,3,80,3,10,2,2,10,7,0,9,"Employee 159 is a 30-year-old Male working in the Research & Development department. They have 1 satisfaction with their work environment and 3 job satisfaction. They have 10 years of total working experience, 10 years of experience with the current company, and 7 years of experience in their current role. Their job level is 1 and their monthly income is $2613 with a performance rating of 4. They have worked together for more than 6 months as manager with approximately 30 minutes per week. They make",0.8042048811912537
33,No,Non-Travel,750,Sales,22,2,Marketing,1,160,3,Male,95,3,2,Sales Executive,2,Married,6146,15480,0,Y,No,13,3,1,80,1,8,2,4,7,7,0,7,"Employee 160 is a 33-year-old Male working in the Sales department. They have 3 satisfaction with their work environment and 2 job satisfaction. They have 8 years of total working experience, 7 years of experience with the current company, and 7 years of experience in their current role. Their job level is 2 and their monthly income is $6146 with a performance rating of 3. There are 3 additional job skills for this job. They will need a good credit check with the PayScale and",0.9767597317695618
56,Yes,Travel_Rarely,441,Research & Development,14,4,Life Sciences,1,161,2,Female,72,3,1,Research Scientist,2,Married,4963,4510,9,Y,Yes,18,3,1,80,3,7,2,3,5,4,4,3,"Employee 161 is a 56-year-old Female working in the Research & Development department. They have 2 satisfaction with their work environment and 2 job satisfaction. They have 7 years of total working experience, 5 years of experience with the current company, and 4 years of experience in their current role. Their job level is 1 and their monthly income is $4963 with a performance rating of 3.5 / 6 / 7",0.5183199644088745
51,No,Travel_Rarely,684,Research & Development,6,3,Life Sciences,1,162,1,Male,51,3,5,Research Director,3,Single,19537,6462,7,Y,No,13,3,3,80,0,23,5,3,20,18,15,15,"Employee 162 is a 51-year-old Male working in the Research & Development department. They have 1 satisfaction with their work environment and 3 job satisfaction. They have 23 years of total working experience, 20 years of experience with the current company, and 18 years of experience in their current role. Their job level is 5 and their monthly income is $19537 with a performance rating of 3.

Job satisfaction for job seekers is a relatively small percentage of total work experience. They score very",0.6574223637580872
31,Yes,Travel_Rarely,249,Sales,6,4,Life Sciences,1,163,2,Male,76,1,2,Sales Executive,3,Married,6172,20739,4,Y,Yes,18,3,2,80,0,12,3,2,7,7,7,7,"Employee 163 is a 31-year-old Male working in the Sales department. They have 2 satisfaction with their work environment and 3 job satisfaction. They have 12 years of total working experience, 7 years of experience with the current company, and 7 years of experience in their current role. Their job level is 2 and their monthly income is $6172 with a performance rating of 3. The salary of this interviewee was $3,500 before taxes.

Mailing Address:",0.9259101748466492
26,No,Travel_Rarely,841,Research & Development,6,3,Other,1,164,3,Female,46,2,1,Research Scientist,2,Married,2368,23300,1,Y,No,19,3,3,80,0,5,3,2,5,4,4,3,"Employee 164 is a 26-year-old Female working in the Research & Development department. They have 3 satisfaction with their work environment and 2 job satisfaction. They have 5 years of total working experience, 5 years of experience with the current company, and 4 years of experience in their current role. Their job level is 1 and their monthly income is $2368 with a performance rating of 3.12 out of 10. While working for them, you can find your employer for free in your local",0.5930404663085938
58,Yes,Travel_Rarely,147,Research & Development,23,4,Medical,1,165,4,Female,94,3,3,Healthcare Representative,4,Married,10312,3465,1,Y,No,12,3,4,80,1,40,3,2,40,10,15,6,"Employee 165 is a 58-year-old Female working in the Research & Development department. They have 4 satisfaction with their work environment and 4 job satisfaction. They have 40 years of total working experience, 40 years of experience with the current company, and 10 years of experience in their current role. Their job level is 3 and their monthly income is $10312 with a performance rating of 3. They have been involved in the research industry for over 6 years. They work on a variety of projects",0.7512091994285583
19,Yes,Travel_Rarely,528,Sales,22,1,Marketing,1,167,4,Male,50,3,1,Sales Representative,3,Single,1675,26820,1,Y,Yes,19,3,4,80,0,0,2,2,0,0,0,0,"Employee 167 is a 19-year-old Male working in the Sales department. They have 4 satisfaction with their work environment and 3 job satisfaction. They have 0 years of total working experience, 0 years of experience with the current company, and 0 years of experience in their current role. Their job level is 1 and their monthly income is $1675 with a performance rating of 3.0. They are doing well with their work but feel pressured to quit after some issues with their employment record and",0.9460806846618652
22,No,Travel_Rarely,594,Research & Development,2,1,Technical Degree,1,169,3,Male,100,3,1,Laboratory Technician,4,Married,2523,19299,0,Y,No,14,3,3,80,1,3,2,3,2,1,2,1,"Employee 169 is a 22-year-old Male working in the Research & Development department. They have 3 satisfaction with their work environment and 4 job satisfaction. They have 3 years of total working experience, 2 years of experience with the current company, and 1 years of experience in their current role. Their job level is 1 and their monthly income is $2523 with a performance rating of 3.0 out of 10 based on 50 ratings from 500 people in the company, and a 5 point rank",0.9462065100669861
49,No,Travel_Rarely,470,Research & Development,20,4,Medical,1,170,3,Female,96,3,2,Manufacturing Director,1,Married,6567,5549,1,Y,No,14,3,3,80,0,16,2,2,15,11,5,11,"Employee 170 is a 49-year-old Female working in the Research & Development department. They have 3 satisfaction with their work environment and 1 job satisfaction. They have 16 years of total working experience, 15 years of experience with the current company, and 11 years of experience in their current role. Their job level is 2 and their monthly income is $6567 with a performance rating of 3.5.

Job Location

I believe women should find a good job in a company that",0.5546687841415405
43,No,Travel_Frequently,957,Research & Development,28,3,Medical,1,171,2,Female,72,4,1,Research Scientist,3,Single,4739,16090,4,Y,No,12,3,4,80,0,18,2,3,3,2,1,2,"Employee 171 is a 43-year-old Female working in the Research & Development department. They have 2 satisfaction with their work environment and 3 job satisfaction. They have 18 years of total working experience, 3 years of experience with the current company, and 2 years of experience in their current role. Their job level is 1 and their monthly income is $4739 with a performance rating of 3.

Job description

Positions and opportunities

Positions

1) A person",0.6530060172080994
50,No,Travel_Frequently,809,Sales,12,3,Marketing,1,174,3,Female,77,3,3,Sales Executive,4,Single,9208,6645,4,Y,No,11,3,4,80,0,16,3,3,2,2,2,1,"Employee 174 is a 50-year-old Female working in the Sales department. They have 3 satisfaction with their work environment and 4 job satisfaction. They have 16 years of total working experience, 2 years of experience with the current company, and 2 years of experience in their current role. Their job level is 3 and their monthly income is $9208 with a performance rating of 3.4. After they start working, he/she must work at home, at his/her house or during",0.5482353568077087
31,Yes,Travel_Rarely,542,Sales,20,3,Life Sciences,1,175,2,Female,71,1,2,Sales Executive,3,Married,4559,24788,3,Y,Yes,11,3,3,80,1,4,2,3,2,2,2,2,"Employee 175 is a 31-year-old Female working in the Sales department. They have 2 satisfaction with their work environment and 3 job satisfaction. They have 4 years of total working experience, 2 years of experience with the current company, and 2 years of experience in their current role. Their job level is 2 and their monthly income is $4559 with a performance rating of 3.5 stars (3.5% job satisfaction).

1. Job Satisfaction Index

When looking",0.6379229426383972
41,No,Travel_Rarely,802,Sales,9,1,Life Sciences,1,176,3,Male,96,3,3,Sales Executive,3,Divorced,8189,21196,3,Y,Yes,13,3,3,80,1,12,2,3,9,7,0,7,"Employee 176 is a 41-year-old Male working in the Sales department. They have 3 satisfaction with their work environment and 3 job satisfaction. They have 12 years of total working experience, 9 years of experience with the current company, and 7 years of experience in their current role. Their job level is 3 and their monthly income is $8189 with a performance rating of 3.7.

Job Search Terms Job Type Workplace

Description An experienced Salesperson at the company with",0.7241328358650208
26,No,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,1,177,3,Female,61,3,1,Human Resources,3,Married,2942,8916,1,Y,No,23,4,4,80,1,8,3,3,8,7,5,7,"Employee 177 is a 26-year-old Female working in the Human Resources department. They have 3 satisfaction with their work environment and 3 job satisfaction. They have 8 years of total working experience, 8 years of experience with the current company, and 7 years of experience in their current role. Their job level is 1 and their monthly income is $2942 with a performance rating of 4.

The job description includes all the information needed to fill out these applications in the job training session at",0.7239903211593628
36,No,Travel_Rarely,216,Research & Development,6,2,Medical,1,178,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941,2819,6,Y,No,20,4,4,80,2,7,0,3,3,2,0,1,"Employee 178 is a 36-year-old Male working in the Research & Development department. They have 2 satisfaction with their work environment and 2 job satisfaction. They have 7 years of total working experience, 3 years of experience with the current company, and 2 years of experience in their current role. Their job level is 2 and their monthly income is $4941 with a performance rating of 4. They require 2 days each month of service before commencing a new job. They have a 6 month",0.890008807182312
51,Yes,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,1,179,1,Male,53,1,3,Manufacturing Director,4,Single,10650,25150,2,Y,No,15,3,4,80,0,18,2,3,4,2,0,3,"Employee 179 is a 51-year-old Male working in the Research & Development department. They have 1 satisfaction with their work environment and 4 job satisfaction. They have 18 years of total working experience, 4 years of experience with the current company, and 2 years of experience in their current role. Their job level is 3 and their monthly income is $10650 with a performance rating of 3.2 out of 5. They have 5 years working experience, 1 term job completed. A student will",0.6123945116996765
39,No,Travel_Rarely,1329,Sales,4,4,Life Sciences,1,182,4,Female,47,2,2,Sales Executive,3,Married,5902,14590,4,Y,No,14,3,3,80,1,17,1,4,15,11,5,9,"Employee 182 is a 39-year-old Female working in the Sales department. They have 4 satisfaction with their work environment and 3 job satisfaction. They have 17 years of total working experience, 15 years of experience with the current company, and 11 years of experience in their current role. Their job level is 2 and their monthly income is $5902 with a performance rating of 3.00. They receive $3695 from the company after tax and make $6200 on their paychecks.",0.8462920784950256
